Protein	TU	Function	Evidence that supports the existence of the regulatory interaction
RpoD	yccS[yccSp2]	+	[ICWHO]
RpoD	yccT[yccTp5]	+	[ICWHO]
RpoD	yccX[yccXp4]	+	[ICWHO]
RpoD	yccX[yccXp5]	+	[ICWHO]
RpoD	ycdT[ycdTp]	+	[TIM]
RpoD	ycdZ[ycdZp4]	+	[ICWHO]
RpoD	yceF[yceFp6]	+	[ICWHO]
RpoD	yceF[yceFp7]	+	[ICWHO]
RpoD	yceH[yceHp4]	+	[ICWHO]
RpoD	yceO[yceOp8]	+	[ICWHO]
RpoD	yceQ[yceQp6]	+	[ICWHO]
RpoD	ycfD[ycfDp4]	+	"[ICWHO, RS-EPT-CBR]"
RpoD	ycfJ[ycfJp3]	+	[ICWHO]
RpoD	ycfS[ycfSp]	+	"[HIPP, TIM]"
RpoD	ycgJ[ycgJp5]	+	[ICWHO]
RpoD	ycgN[ycgNp3]	+	[ICWHO]
RpoD	ycgN[ycgNp5]	+	[ICWHO]
RpoD	ycgV[ycgVp9]	+	[ICWHO]
RpoD	ycgV[ycgVp10]	+	[ICWHO]
RpoD	ycgX[ycgXp4]	+	[ICWHO]
RpoD	ycgX[ycgXp5]	+	[ICWHO]
RpoD	ychF[ychFp]	+	"[HIPP, RS-EPT-CBR, TIM]"
RpoD	ychH[ychHp]	+	"[AIPP, HTTIM, RS-EPT-CBR]"
RpoD	ychO[ychOp]	+	[AIPP]
RpoD	ychQA-kdsA[ychQp]	+	"[HIPP, TIM]"
RpoD	yciCB[yciCp]	+	[HIPP]
RpoD	yciE[yciEp]	+	[HIPP]
RpoD	yciE[yciEp2]	+	[ICWHO]
RpoD	yciN[yciNp5]	+	[ICWHO]
RpoD	yciN[yciNp10]	+	[ICWHO]
RpoD	yciN[yciNp11]	+	[ICWHO]
RpoD	yciU[yciUp4]	+	[ICWHO]
RpoD	yciU[yciUp6]	+	[ICWHO]
RpoD	ycjMNOPQRSTUV-ymjB[ycjMp3]	+	[ICWHO]
RpoD	ycjW[ycjWp2]	+	[ICWHO]
RpoD	ydaE[ydaEp5]	+	[ICWHO]
RpoD	ydaSTUVW-rzpR[ydaSp2]	+	[ICWHO]
RpoD	ydaSTUVW-rzpR[ydaSp4]	+	[ICWHO]
RpoD	ydaSTUVW-rzpR[ydaSp6]	+	[ICWHO]
RpoD	ydbC[ydbCp1]	+	[ICWHO]
RpoD	ydbH-ynbE-ydbL[ydbHp9]	+	[ICWHO]
RpoD	ydbK-ompN[ydbKp4]	+	[ICWHO]
RpoD	ydcF[ydcFp3]	+	[ICWHO]
RpoD	ydcI[ydcIp4]	+	[ICWHO]
RpoD	ydcJ[ydcJp10]	+	[ICWHO]
RpoD	ydcJ[ydcJp11]	+	[ICWHO]
RpoD	ydcL[ydcLp1]	+	[ICWHO]
RpoD	ydcL[ydcLp4]	+	[ICWHO]
RpoD	ydcL[ydcLp5]	+	[ICWHO]
RpoD	ydcL[ydcLp6]	+	[ICWHO]
RpoD	ydcN[ydcNp5]	+	[ICWHO]
RpoD	ydcP[ydcPp2]	+	[ICWHO]
RpoD	ydcSTUV-patD[ydcSp7]	+	[ICWHO]
RpoD	ydcSTUV-patD[ydcSp9]	+	[ICWHO]
RpoD	ydcX[ydcXp7]	+	[ICWHO]
RpoD	ydcY[ydcYp3]	+	[ICWHO]
RpoD	yddJ[yddJp5]	+	[ICWHO]
RpoD	yddJ[yddJp6]	+	[ICWHO]
RpoD	yddW[yddWp6]	+	[ICWHO]
RpoD	ydeE[ydeEp1]	+	[ICWHO]
RpoD	ydeE[ydeEp4]	+	[ICWHO]
RpoD	ydeI[ydeIp5]	+	[ICWHO]
RpoD	ydeI[ydeIp6]	+	[ICWHO]
RpoD	ydeJ[ydeJp]	+	[AIPP]
RpoD	ydeN[ydeNp3]	+	[ICWHO]
RpoD	ydeN[ydeNp7]	+	[ICWHO]
RpoD	ydeP[ydePp]	+	"[IHBCE, TIM]"
RpoD	ydfABC[ydfAp8]	+	[ICWHO]
RpoD	ydgC[ydgCp3]	+	[ICWHO]
RpoD	ydgJ[ydgJp6]	+	[ICWHO]
RpoD	ydhC[ydhCp5]	+	[ICWHO]
RpoD	ydhC[ydhCp6]	+	[ICWHO]
RpoD	ydhF[ydhFp3]	+	[ICWHO]
RpoD	ydhL[ydhLp3]	+	[ICWHO]
RpoD	ydhZ[ydhZp5]	+	[ICWHO]
RpoD	ydiE[ydiEp5]	+	[ICWHO]
RpoD	ydiH[ydiHp3]	+	[ICWHO]
RpoD	ydiNB-aroD[ydiNp6]	+	[ICWHO]
RpoD	ydiY[ydiYp11]	+	[ICWHO]
RpoD	ydiY[ydiYp12]	+	[ICWHO]
RpoD	ydjE[ydjEp6]	+	[ICWHO]
RpoD	ydjF[ydjFp7]	+	[ICWHO]
RpoD	ydjM[ydjMp]	+	[AIPP]
RpoD	ydjO[ydjOp7]	+	[ICWHO]
RpoD	ydjO[ydjOp9]	+	[ICWHO]
RpoD	ydjO[ydjOp10]	+	[ICWHO]
RpoD	yeaE[yeaEp]	+	[AIPP]
RpoD	yeaI[yeaIp5]	+	[ICWHO]
RpoD	yeaJ[yeaJp6]	+	[ICWHO]
RpoD	yeaM[yeaMp6]	+	[ICWHO]
RpoD	yeaN[yeaNp9]	+	[ICWHO]
RpoD	yeaO[yeaOp3]	+	[ICWHO]
RpoD	yeaP[yeaPp3]	+	[ICWHO]
RpoD	yeaR-yoaG[yeaRp]	+	[TIM]
RpoD	yebB[yebBp1]	+	[HIPP]
RpoD	yebC-ruvC[yebCp]	+	[HIPP]
RpoD	yebE[yebEp]	+	"[HIPP, TIM]"
RpoD	yebG[yebGp]	+	[HIPP]
RpoD	yebK[yebKp2]	+	"[ICWHO, RS-EPT-CBR]"
RpoD	yebQ[yebQp4]	+	[ICWHO]
RpoD	yebQ[yebQp5]	+	[ICWHO]
RpoD	yebST[yebSp5]	+	[ICWHO]
RpoD	yebST[yebSp6]	+	[ICWHO]
RpoD	yebV[yebVp6]	+	[ICWHO]
RpoD	yebW[yebWp6]	+	[ICWHO]
RpoD	yecDE[yecDp7]	+	[ICWHO]
RpoD	yecDE[yecDp8]	+	[ICWHO]
RpoD	yecH[yecHp3]	+	[ICWHO]
RpoD	yecM[yecMp2]	+	[ICWHO]
RpoD	yecM[yecMp3]	+	[ICWHO]
RpoD	yecT[yecTp3]	+	[ICWHO]
RpoD	yedD[yedDp5]	+	[ICWHO]
RpoD	yedI[yedIp2]	+	[ICWHO]
RpoD	yedI[yedIp3]	+	[ICWHO]
RpoD	yedJ[yedJp4]	+	[ICWHO]
RpoD	yedX[hiuHp6]	+	[ICWHO]
RpoD	yeeN[yeeNp4]	+	[ICWHO]
RpoD	yeeN[yeeNp7]	+	[ICWHO]
RpoD	yeeO[yeeOp7]	+	[ICWHO]
RpoD	yeeX[yeeXp4]	+	[ICWHO]
RpoD	yeeZ[yeeZp5]	+	[ICWHO]
RpoD	yefM-yoeB[yefMp]	+	"[RS-EPT-CBR, TIM]"
RpoD	yegD[yegDp2]	+	[ICWHO]
RpoD	yegI[yegIp7]	+	[ICWHO]
RpoD	yegI[yegIp8]	+	[ICWHO]
RpoD	yegI[yegIp9]	+	[ICWHO]
RpoD	yegJ[yegJp7]	+	[ICWHO]
RpoD	yegJ[yegJp8]	+	[ICWHO]
RpoD	yegRZ[yegRp]	+	"[HIPP, TIM]"
RpoD	yegS[yegSp6]	+	[ICWHO]
RpoD	yegS[yegSp7]	+	[ICWHO]
RpoD	yehA[yehAp6]	+	[ICWHO]
RpoD	yehE[yehEp7]	+	[ICWHO]
RpoD	yehK[yehKp1]	+	[ICWHO]
RpoD	yehLMPQ[yehLp3]	+	[ICWHO]
RpoD	yeiE[yeiEp6]	+	[ICWHO]
RpoD	yeiE[yeiEp7]	+	[ICWHO]
RpoD	yeiG[yeiGp6]	+	[ICWHO]
RpoD	yeiH[yeiHp7]	+	[ICWHO]
RpoD	yeiQ[yeiQp6]	+	"[ICWHO, RS-EPT-CBR]"
RpoD	yeiW[yeiWp6]	+	[ICWHO]
RpoD	yejABEF[yejAp]	+	[AIPP]
RpoD	yfaE[yfaEp1]	+	[ICWHO]
RpoD	yfaL[yfaLp7]	+	[ICWHO]
RpoD	yfaL[yfaLp8]	+	[ICWHO]
RpoD	yfaU[rhmAp3]	+	[ICWHO]
RpoD	yfaZ[yfaZp4]	+	[ICWHO]
RpoD	yfaZ[yfaZp5]	+	[ICWHO]
RpoD	yfbK[yfbKp3]	+	[ICWHO]
RpoD	yfbL[yfbLp5]	+	[ICWHO]
RpoD	yfbL[yfbLp9]	+	[ICWHO]
RpoD	yfbL[yfbLp10]	+	[ICWHO]
RpoD	yfbN[yfbNp8]	+	[ICWHO]
RpoD	yfbO[yfbOp5]	+	[ICWHO]
RpoD	yfbO[yfbOp6]	+	[ICWHO]
RpoD	yfbR[yfbRp4]	+	[ICWHO]
RpoD	yfcJ[yfcJp2]	+	"[ICWHO, RS-EPT-CBR]"
RpoD	yfcL[yfcLp5]	+	[ICWHO]
RpoD	yfcV[yfcVp6]	+	[ICWHO]
RpoD	yfcV[yfcVp7]	+	[ICWHO]
RpoD	yfcV[yfcVp9]	+	[ICWHO]
RpoD	yfdF[yfdFp7]	+	[ICWHO]
RpoD	yfdF[yfdFp8]	+	[ICWHO]
RpoD	yfdF[yfdFp9]	+	[ICWHO]
RpoD	yfdPQ[yfdPp6]	+	[ICWHO]
RpoD	yfdX-frc-oxc-yfdVE[yfdXp]	+	"[HIPP, TIM]"
RpoD	yfdY[yfdYp5]	+	[ICWHO]
RpoD	yfdY[yfdYp6]	+	[ICWHO]
RpoD	yfeA[yfeAp5]	+	[ICWHO]
RpoD	yfeCD[yfeCp3]	+	[ICWHO]
RpoD	yfeCD[yfeCp5]	+	[ICWHO]
RpoD	yfeO[yfeOp1]	+	[ICWHO]
RpoD	yfeX[yfeXp3]	+	[ICWHO]
RpoD	yffB-dapE-ypfN[yffBp]	+	[IDA]
RpoD	yffOP[yffOp7]	+	[ICWHO]
RpoD	yffS[yffSp4]	+	[ICWHO]
RpoD	yfgG[yfgGp5]	+	"[ICWHO, RS-EPT-CBR]"
RpoD	yfgG[yfgGp6]	+	[ICWHO]
RpoD	yfgHI[yfgHp10]	+	[ICWHO]
RpoD	yfhH[yfhHp5]	+	[ICWHO]
RpoD	yfiC[yfiCp3]	+	[ICWHO]
RpoD	yfiE[yfiEp7]	+	[ICWHO]
RpoD	yfiL[yfiLp8]	+	[ICWHO]
RpoD	yfiL[yfiLp9]	+	[ICWHO]
RpoD	yfiL[yfiLp10]	+	[ICWHO]
RpoD	yfiM[yfiMp2]	+	[ICWHO]
RpoD	yfiRN[yfiRp3]	+	[ICWHO]
RpoD	yfiRN[yfiRp6]	+	[ICWHO]
RpoD	yfiRNB[yfiRp5]	+	[ICWHO]
RpoD	yfjH[yfjHp2]	+	[ICWHO]
RpoD	yfjH[yfjHp3]	+	[ICWHO]
RpoD	yfjI[yfjIp3]	+	[ICWHO]
RpoD	yfjI[yfjIp9]	+	[ICWHO]
RpoD	yfjJ[yfjJp6]	+	[ICWHO]
RpoD	yfjM[yfjMp3]	+	[ICWHO]
RpoD	yfjPQ[yfjPp6]	+	[ICWHO]
RpoD	yfjW[yfjWp5]	+	[ICWHO]
RpoD	ygaZH[ygaZp8]	+	[ICWHO]
RpoD	ygbE[ygbEp3]	+	[ICWHO]
RpoD	ygbI[ygbIp5]	+	[ICWHO]
RpoD	ygbI[ygbIp6]	+	[ICWHO]
RpoD	ygcG[ygcGp6]	+	[ICWHO]
RpoD	ygdD[ygdDp2]	+	[ICWHO]
RpoD	ygdQ[ygdQp3]	+	[ICWHO]
RpoD	ygeH[ygeHp10]	+	[ICWHO]
RpoD	ygeI[ygeIp6]	+	[ICWHO]
RpoD	ygeI[ygeIp7]	+	[ICWHO]
RpoD	ygeI[ygeIp8]	+	[ICWHO]
RpoD	ygfB-pepP-ubiHI[ygfBp]	+	"[RS-EPT-CBR, TIM]"
RpoD	yggI[yggIp3]	+	[ICWHO]
RpoD	yggI[yggIp4]	+	[ICWHO]
RpoD	yggL[yggLp2]	+	"[ICWHO, RS-EPT-CBR]"
RpoD	yggM[yggMp3]	+	[ICWHO]
RpoD	yggM[yggMp4]	+	[ICWHO]
RpoD	yghA[yghAp5]	+	[ICWHO]
RpoD	yghD[yghDp2]	+	[ICWHO]
RpoD	yghJ[yghJp5]	+	[ICWHO]
RpoD	yghJ[yghJp6]	+	[ICWHO]
RpoD	yghQ[yghQp6]	+	[ICWHO]
RpoD	yghT[yghTp5]	+	[ICWHO]
RpoD	yghT[yghTp7]	+	[ICWHO]
RpoD	yghT[yghTp8]	+	[ICWHO]
RpoD	yghT[yghTp10]	+	[ICWHO]
RpoD	yghT[yghTp11]	+	[ICWHO]
RpoD	yghW[yghWp6]	+	[ICWHO]
RpoD	ygiL[ygiLp4]	+	[ICWHO]
RpoD	ygiL[ygiLp5]	+	[ICWHO]
RpoD	ygiN[ygiNp2]	+	[ICWHO]
RpoD	ygiQ[ygiQp5]	+	[ICWHO]
RpoD	ygiS[ygiSp4]	+	[ICWHO]
RpoD	ygiV[ygiVp2]	+	[ICWHO]
RpoD	ygiW[ygiWp6]	+	[ICWHO]
RpoD	ygiZ[ygiZp3]	+	[ICWHO]
RpoD	ygjH[ygjHp3]	+	[ICWHO]
RpoD	ygjH[ygjHp4]	+	[ICWHO]
RpoD	ygjQ[ygjQp5]	+	[ICWHO]
RpoD	ygjV[ygjVp4]	+	[ICWHO]
RpoD	yhaBC[yhaBp3]	+	[ICWHO]
RpoD	yhaH[yhaHp8]	+	"[ICWHO, RS-EPT-CBR]"
RpoD	yhaI[yhaIp10]	+	[ICWHO]
RpoD	yhaI[yhaIp11]	+	[ICWHO]
RpoD	yhaJ[yhaJp4]	+	[ICWHO]
RpoD	yhbQ[yhbQp2]	+	[ICWHO]
RpoD	yhbUV[yhbUp5]	+	[ICWHO]
RpoD	yhbX[yhbXp6]	+	[ICWHO]
RpoD	yhcAD-ychE_1[yhcAp9]	+	[ICWHO]
RpoD	yhcC[yhcCp6]	+	[ICWHO]
RpoD	yhcC[yhcCp8]	+	[ICWHO]
RpoD	yhcF[yhcFp4]	+	[ICWHO]
RpoD	yhcN[yhcNp5]	+	[ICWHO]
RpoD	yhcN[yhcNp6]	+	[ICWHO]
RpoD	yhdH[yhdHp6]	+	"[ICWHO, RS-EPT-CBR]"
RpoD	yhdT-panF-prmA[yhdTp]	+	[TIM]
RpoD	yhfA[yhfAp]	+	[TIM]
RpoD	yhfL[yhfLp4]	+	[ICWHO]
RpoD	yhfL[yhfLp5]	+	[ICWHO]
RpoD	yhfL[yhfLp7]	+	[ICWHO]
RpoD	yhfL[yhfLp8]	+	[ICWHO]
RpoD	yhgE[yhgEp6]	+	[ICWHO]
RpoD	yhgE[yhgEp7]	+	[ICWHO]
RpoD	yhgE[yhgEp9]	+	[ICWHO]
RpoD	yhhA[yhhAp4]	+	[ICWHO]
RpoD	yhhI[yhhIp6]	+	[ICWHO]
RpoD	yhhM[yhhMp4]	+	[ICWHO]
RpoD	yhhN[yhhNp4]	+	[ICWHO]
RpoD	yhhN[yhhNp6]	+	[ICWHO]
RpoD	yhhQ[yhhQp5]	+	[ICWHO]
RpoD	yhhX[yhhXp5]	+	[ICWHO]
RpoD	yhhY[yhhYp]	+	[AIPP]
RpoD	yhhZ-yrhA-insAB-6A-6B-6[yhhZp5]	+	[ICWHO]
RpoD	yhhZ-yrhA-insAB-6A-6B-6[yhhZp7]	+	[ICWHO]
RpoD	yhiD[yhiDp8]	+	[ICWHO]
RpoD	yhiJ[yhiJp6]	+	[ICWHO]
RpoD	yhiM[yhiMp9]	+	[ICWHO]
RpoD	yhiN[yhiNp6]	+	[ICWHO]
RpoD	yhjA[yhjAp]	+	[TIM]
RpoD	yhjB[yhjBp4]	+	[ICWHO]
RpoD	yhjD[yhjDp5]	+	[ICWHO]
RpoD	yhjE[yhjEp8]	+	[ICWHO]
RpoD	yhjE[yhjEp9]	+	[ICWHO]
RpoD	yhjK[yhjKp2]	+	[ICWHO]
RpoD	yhjR[yhjRp11]	+	[ICWHO]
RpoD	yhjX[yhjXp5]	+	[ICWHO]
RpoD	yhjX[yhjXp]	+	[TIM]
RpoD	yhjY[yhjYp9]	+	[ICWHO]
RpoD	yiaB[yiaBp5]	+	[ICWHO]
RpoD	yiaB[yiaBp6]	+	[ICWHO]
RpoD	yiaD[yiaDp3]	+	[ICWHO]
RpoD	yiaJ[yiaJp]	+	[TIM]
RpoD	yiaKLMNO-lyxK-sgbHUE[yiaKp]	+	"[IMP, TIM]"
RpoD	yiaT[yiaTp3]	+	[ICWHO]
RpoD	yiaT[yiaTp4]	+	[ICWHO]
RpoD	yiaT[yiaTp6]	+	[ICWHO]
RpoD	yiaT[yiaTp8]	+	[ICWHO]
RpoD	yiaU[yiaUp8]	+	[ICWHO]
RpoD	yiaU[yiaUp9]	+	[ICWHO]
RpoD	yiaU[yiaUp11]	+	[ICWHO]
RpoD	yiaY[yiaYp4]	+	[ICWHO]
RpoD	yiaY[yiaYp6]	+	[ICWHO]
RpoD	yiaY[yiaYp7]	+	[ICWHO]
RpoD	yibL[yibLp6]	+	[ICWHO]
RpoD	yibN[yibNp7]	+	[ICWHO]
RpoD	yibT[yibTp5]	+	[ICWHO]
RpoD	yibT[yibTp7]	+	[ICWHO]
RpoD	yidB[yidBp3]	+	[ICWHO]
RpoD	yidE[yidEp6]	+	[ICWHO]
RpoD	yidR[yidRp2]	+	[ICWHO]
RpoD	yieH[yieHp6]	+	[ICWHO]
RpoD	yieK[yieKp3]	+	[ICWHO]
RpoD	yifB[yifBp6]	+	[ICWHO]
RpoD	yifB[yifBp8]	+	[ICWHO]
RpoD	yifL-dapF-yigA-xerC-yigB[yifLp]	+	"[HIPP, TIM]"
RpoD	yigF[yigFp4]	+	[ICWHO]
RpoD	yigF[yigFp5]	+	[ICWHO]
RpoD	yihF[yihFp6]	+	[ICWHO]
RpoD	yihI[yihIp]	+	"[RS-EPT-CBR, TIM]"
RpoD	yihLM[yihLp4]	+	"[ICWHO, RS-EPT-CBR]"
RpoD	yihQ[yihQp6]	+	[ICWHO]
RpoD	yihQ[yihQp8]	+	[ICWHO]
RpoD	yihVW[yihVp3]	+	[ICWHO]
RpoD	yihVW[yihVp4]	+	[ICWHO]
RpoD	yiiE[yiiEp5]	+	[ICWHO]
RpoD	yiiE[yiiEp7]	+	[ICWHO]
RpoD	yiiF[yiiFp7]	+	[ICWHO]
RpoD	yiiF[yiiFp8]	+	[ICWHO]
RpoD	yiiG[yiiGp7]	+	[ICWHO]
RpoD	yiiG[yiiGp8]	+	[ICWHO]
RpoD	yiiM[yiiMp4]	+	[ICWHO]
RpoD	yiiM[yiiMp5]	+	[ICWHO]
RpoD	yiiQ[yiiQp4]	+	[ICWHO]
RpoD	yijF[yijFp5]	+	[ICWHO]
RpoD	yjaB[yjaBp]	+	[AIPP]
RpoD	yjbE[yjbEp1]	+	[TIM]
RpoD	yjbEFGH[yjbEp1]	+	[TIM]
RpoD	yjbEFGH[yjbEp2]	+	[TIM]
RpoD	yjbLM[yjbLp5]	+	[ICWHO]
RpoD	yjcF[yjcFp6]	+	[ICWHO]
RpoD	yjcO[yjcOp2]	+	[ICWHO]
RpoD	yjdL[yjdLp1]	+	[ICWHO]
RpoD	yjdL[yjdLp2]	+	[ICWHO]
RpoD	yjdL[yjdLp3]	+	[ICWHO]
RpoD	yjdM[yjdMp5]	+	[ICWHO]
RpoD	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC[yjeFp1]	+	"[HTTIM, HIPP, TIM]"
RpoD	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC[yjeFp2]	+	"[HTTIM, HIPP, RS-EPT-CBR, TIM]"
RpoD	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC[yjeFp3]	+	"[HTTIM, HIPP, TIM]"
RpoD	yjeJ[yjeJp6]	+	[ICWHO]
RpoD	yjeV[yjeVp]	+	[TIM]
RpoD	yjfY[yjfYp2]	+	[ICWHO]
RpoD	yjfZ[yjfZp8]	+	[ICWHO]
RpoD	yjgA[yjgAp8]	+	[ICWHO]
RpoD	yjgL[yjgLp2]	+	[ICWHO]
RpoD	yjgM[yjgMp10]	+	[ICWHO]
RpoD	yjgN[yjgNp3]	+	[ICWHO]
RpoD	yjgN[yjgNp6]	+	[ICWHO]
RpoD	yjgN[yjgNp7]	+	[ICWHO]
RpoD	yjgR[yjgRp3]	+	[ICWHO]
RpoD	yjhBC[yjhBp4]	+	[ICWHO]
RpoD	yjhBC[yjhBp5]	+	[ICWHO]
RpoD	yjhG[yjhGp3]	+	[ICWHO]
RpoD	yjhU[yjhUp9]	+	[ICWHO]
RpoD	yjiK[yjiKp6]	+	[ICWHO]
RpoD	yjiS[yjiSp3]	+	[ICWHO]
RpoD	yjiS[yjiSp4]	+	[ICWHO]
RpoD	yjjA[yjjAp8]	+	[ICWHO]
RpoD	yjjJ[yjjJp2]	+	[ICWHO]
RpoD	yjjJ[yjjJp4]	+	[ICWHO]
RpoD	yjjL[yjjLp5]	+	[ICWHO]
RpoD	yjjQ-bglJ[yjjQp]	+	"[HIPP, TIM]"
RpoD	yjjX[yjjXp5]	+	"[ICWHO, RS-EPT-CBR]"
RpoD	yjjY[yjjYp6]	+	[ICWHO]
RpoD	yjjZ[yjjZp]	+	"[ICWHO, TIM]"
RpoD	yjtD[yjtDp6]	+	[ICWHO]
RpoD	ykgEFG[ykgEp7]	+	[ICWHO]
RpoD	ykgEFG[ykgEp8]	+	[ICWHO]
RpoD	ykgEFG[ykgEp9]	+	[ICWHO]
RpoD	ykgMO[ykgMp]	+	[AIPP]
RpoD	ykgR[ykgRp]	+	[TIM]
RpoD	yliEF[yliEp6]	+	[ICWHO]
RpoD	ymcE-gnsA[ymcEp3]	+	[ICWHO]
RpoD	ymdA[ymdAp5]	+	[ICWHO]
RpoD	ymdA[ymdAp7]	+	[ICWHO]
RpoD	ymdB-clsC[ymdBp3]	+	[ICWHO]
RpoD	ymfD[ymfDp5]	+	[ICWHO]
RpoD	ymfD[ymfDp6]	+	[ICWHO]
RpoD	ymfD[ymfDp7]	+	[ICWHO]
RpoD	ymfJ[ymfJp6]	+	[ICWHO]
RpoD	ymfJ[ymfJp8]	+	"[ICWHO, RS-EPT-CBR]"
RpoD	ymfJ[ymfJp10]	+	"[ICWHO, RS-EPT-CBR]"
RpoD	ymfK[cohEp8]	+	[ICWHO]
RpoD	ymfK[cohEp9]	+	[ICWHO]
RpoD	ymfTLMNROPQ-ycfK-ymfS[croEp5]	+	[ICWHO]
RpoD	ymgF[ymgFp7]	+	[ICWHO]
RpoD	ymgF[ymgFp10]	+	[ICWHO]
RpoD	ymgF[ymgFp11]	+	[ICWHO]
RpoD	ymiA-yciX[ymiAp6]	+	[ICWHO]
RpoD	ymiA-yciX[ymiAp7]	+	[ICWHO]
RpoD	ynaK-ydaY[ynaKp4]	+	[ICWHO]
RpoD	ynaK-ydaY[ynaKp6]	+	[ICWHO]
RpoD	ynaK-ydaY[ynaKp8]	+	[ICWHO]
RpoD	ynaK-ydaY[ynaKp10]	+	[ICWHO]
RpoD	ynbABCD[ynbAp5]	+	[ICWHO]
RpoD	yncL[yncLp4]	+	[ICWHO]
RpoD	yneE[yneEp7]	+	[ICWHO]
RpoD	yneJ[yneJp5]	+	"[ICWHO, RS-EPT-CBR]"
RpoD	yneK[yneKp5]	+	[ICWHO]
RpoD	yneM[yneMp]	+	[TIM]
RpoD	ynfA[ynfAp5]	+	[ICWHO]
RpoD	ynfK[ynfKp5]	+	[ICWHO]
RpoD	ynfK[ynfKp6]	+	[ICWHO]
RpoD	ynfL[ynfLp6]	+	[ICWHO]
RpoD	ynfM[ynfMp4]	+	[ICWHO]
RpoD	ynfM[ynfMp5]	+	[ICWHO]
RpoD	ynfN[ynfNp5]	+	[ICWHO]
RpoD	ynfN[ynfNp6]	+	[ICWHO]
RpoD	yniA[yniAp5]	+	[ICWHO]
RpoD	ynjI[ynjIp4]	+	[ICWHO]
RpoD	ynjI[ynjIp5]	+	[ICWHO]
RpoD	yoaB[yoaBp4]	+	[ICWHO]
RpoD	yoaC[yoaCp6]	+	"[ICWHO, RS-EPT-CBR]"
RpoD	yoaE[yoaEp]	+	"[HIPP, RS-EPT-CBR, TIM]"
RpoD	yoaF[yoaFp10]	+	[ICWHO]
RpoD	yobB-exoX[yobBp5]	+	[ICWHO]
RpoD	yobF-cspC[yobFp1]	+	[TIM]
RpoD	yobH[yobHp4]	+	[ICWHO]
RpoD	yodC[yodCp6]	+	[ICWHO]
RpoD	yohJK[yohJp4]	+	[ICWHO]
RpoD	yohO[yohOp6]	+	[ICWHO]
RpoD	yojI[yojIp]	+	[HIPP]
RpoD	ypfG[ypfGp3]	+	[ICWHO]
RpoD	ypfG[ypfGp4]	+	[ICWHO]
RpoD	ypjD[ypjDp5]	+	[ICWHO]
RpoD	yqcA[yqcAp5]	+	[ICWHO]
RpoD	yqcE-ygcE[yqcEp6]	+	[ICWHO]
RpoD	yqeC[yqeCp7]	+	[ICWHO]
RpoD	yqeH[yqeHp4]	+	[ICWHO]
RpoD	yqeH[yqeHp5]	+	[ICWHO]
RpoD	yqeIJ[yqeIp5]	+	[ICWHO]
RpoD	yqeIJ[yqeIp6]	+	[ICWHO]
RpoD	yqeIJ[yqeIp7]	+	[ICWHO]
RpoD	yqeK[yqeKp9]	+	[ICWHO]
RpoD	yqeK[yqeKp11]	+	[ICWHO]
RpoD	yqfA[yqfAp9]	+	[ICWHO]
RpoD	yqhA[yqhAp8]	+	[ICWHO]
RpoD	yqhD-dkgA[yqhDp]	+	[TIM]
RpoD	yqiJK[yqiJp7]	+	[ICWHO]
RpoD	yqiJK[yqiJp8]	+	[ICWHO]
RpoD	yqjA-mzrA[yqjAp1]	+	"[HIPP, TIM]"
RpoD	yqjF[yqjFp2]	+	[ICWHO]
RpoD	yqjG[yqjGp2]	+	[ICWHO]
RpoD	yqjH[yqjHp]	+	"[HIPP, IHBCE]"
RpoD	yqjH[yqjHp4]	+	[ICWHO]
RpoD	yqjH[yqjHp5]	+	[ICWHO]
RpoD	yraH[yraHp5]	+	[ICWHO]
RpoD	yraH[yraHp7]	+	[ICWHO]
RpoD	yraH[yraHp8]	+	[ICWHO]
RpoD	yraH[yraHp9]	+	[ICWHO]
RpoD	yraH[yraHp10]	+	[ICWHO]
RpoD	yraH[yraHp11]	+	[ICWHO]
RpoD	yraQ[yraQp3]	+	[ICWHO]
RpoD	yraR[yraRp6]	+	[ICWHO]
RpoD	yrbG-kdsD[yrbGp]	+	[TIM]
RpoD	yrbG-kdsDC-lptCAB[yrbGp]	+	[TIM]
RpoD	yrbN-deaD[yrbNp]	+	[TIM]
RpoD	yrfF[yrfFp10]	+	[ICWHO]
RpoD	yrfF[yrfFp11]	+	[ICWHO]
RpoD	yrhB[yrhBp7]	+	[ICWHO]
RpoD	ysgA[ysgAp]	+	[AIPP]
RpoD	ytfF[ytfFp5]	+	[ICWHO]
RpoD	ytfH[ytfHp5]	+	[ICWHO]
RpoD	ytfI[ytfIp4]	+	[ICWHO]
RpoD	ytfI[ytfIp9]	+	[ICWHO]
RpoD	ytfI[ytfIp10]	+	[ICWHO]
RpoD	ytfL[ytfLp3]	+	[ICWHO]
RpoD	zapA[zapAp3]	+	[ICWHO]
RpoD	zapC[ycbWp4]	+	[ICWHO]
RpoD	zapC[ycbWp6]	+	[ICWHO]
RpoD	zinT[zinTp]	+	"[HIPP, TIM]"
RpoD	zipA[zipAp9]	+	[ICWHO]
RpoD	zitB[zitBp1]	+	[ICWHO]
RpoD	zitB[zitBp2]	+	[ICWHO]
